id,type,label,tags,degree,sources,status,as_of,valid_from,valid_to,supersedes
template.reversibility_recovery_cost_rubric,Template,Reversibility & Recovery Cost Rubric,template|agentic-transformation,2,reversibility-recovery-cost-rubric.md,current,,,,
template.agentic_threat_model,Template,Agentic Threat Model,template|agentic-transformation,2,agentic-threat-model.md,current,,,,
template.skill_spec,Template,Skill Spec,template|agentic-transformation,4,skill-spec.md,current,,,,
template.eval_suite,Template,Eval Suite,template|agentic-transformation,2,eval-suite.md,current,,,,
template.llm_judge_calibration,Template,LLM Judge Calibration,template|agentic-transformation,0,llm-judge-calibration.md,current,,,,
template.guardrail_stack,Template,Guardrail Stack,template|agentic-transformation,3,guardrail-stack.md,current,,,,
template.production_readiness_checklist,Template,Production Readiness Checklist,template|agentic-transformation,2,production-readiness-checklist.md,current,,,,
template.model_selection,Template,Model Selection,template|agentic-transformation,4,model-selection.md,current,,,,
template.problem_first_scoping,Template,Problem-First Scoping,template|agentic-transformation,3,problem-first-scoping.md,current,,,,
template.role_based_learning_tracks,Template,Role-Based Learning Tracks,template|agentic-transformation,0,role-based-learning-tracks.md,current,,,,
template.engagement_state,Template,Engagement State,template|ai-transformation-consultant,0,engagement-state.md,current,,,,
template.engagement_plan,Template,Engagement Plan,template|ai-transformation-consultant,1,engagement-plan.md,current,,,,
template.stakeholder_map,Template,Stakeholder Map,template|ai-transformation-consultant,1,stakeholder-map.md,current,,,,
template.interview_guide,Template,Interview Guide,template|ai-transformation-consultant,1,interview-guide.md,current,,,,
template.interview_log,Template,Interview Log,template|ai-transformation-consultant,1,interview-log.md,current,,,,
template.as_is_findings,Template,As-Is Findings,template|ai-transformation-consultant,1,as-is-findings.md,current,,,,
template.gap_analysis,Template,Gap Analysis,template|ai-transformation-consultant,1,gap-analysis.md,current,,,,
template.readout_deck_storyline,Template,Readout Deck Storyline,template|ai-transformation-consultant,1,readout-deck-storyline.md,current,,,,
template.executive_summary,Template,Executive Summary,template|ai-transformation-consultant,1,exec-summary-doc.md,current,,,,
template.next_steps_memo,Template,Next Steps Memo,template|ai-transformation-consultant,1,next-steps-memo.md,current,,,,
concept.agent,Concept,Agent,concept|glossary,13,glossary.md,current,,,,
concept.skill,Concept,Skill,concept|glossary,13,glossary.md,current,,,,
concept.skills_as_documentation,Concept,Skills-as-Documentation,concept|glossary,5,glossary.md,current,,,,
concept.harness,Concept,Harness,concept|glossary,5,glossary.md,current,,,,
concept.capability_ladder,Concept,Capability Ladder,concept|glossary,6,glossary.md,current,,,,
concept.autonomy_ladder,Concept,Autonomy Ladder,concept|glossary,5,glossary.md,current,,,,
concept.autonomy_gate,Concept,Autonomy Gate,concept|glossary,10,glossary.md,current,,,,
concept.mcp_a2a,Concept,MCP / A2A,concept|glossary,7,glossary.md,current,,,,
concept.control_plane,Concept,Control Plane,concept|glossary,7,glossary.md,current,,,,
concept.durable_execution,Concept,Durable Execution,concept|glossary,5,glossary.md,current,,,,
concept.agent_washing,Concept,Agent-Washing,concept|glossary,7,glossary.md,current,,,,
concept.the_two_moats,Concept,The Two Moats,concept|glossary,9,glossary.md,current,,,,
concept.build_to_delete,Concept,Build-to-Delete,concept|glossary,10,glossary.md,current,,,,
concept.template_vs_client_backlog,Concept,Template vs Client Backlog,concept|glossary,1,glossary.md,current,,,,
concept.knowledge_moat,Concept,Knowledge Moat,concept|glossary,11,glossary.md,current,,,,
concept.the_90_rule,Concept,The 90% Rule,concept|glossary,6,glossary.md,current,,,,
concept.augmentation_first,Concept,Augmentation-First,concept|glossary,10,glossary.md,current,,,,
block.1,BuildingBlock,"Block 1: Strategy, Roadmap & Economics",building-block,1,thesis-and-narrative.md,current,,,,
block.2,BuildingBlock,Block 2: Reimagine the Work,building-block,2,thesis-and-narrative.md,current,,,,
block.3,BuildingBlock,Block 3: The Moats: Knowledge & Data,building-block,2,thesis-and-narrative.md,current,,,,
block.4,BuildingBlock,Block 4: The Agent Operating Model & Technology,building-block,2,thesis-and-narrative.md,current,,,,
block.5,BuildingBlock,Block 5: Talent & Operating Model,building-block,1,thesis-and-narrative.md,current,,,,
block.6,BuildingBlock,"Block 6: Trust: Security, Risk & Governance",building-block,2,thesis-and-narrative.md,current,,,,
block.7,BuildingBlock,"Block 7: Adoption, Scaling & Impact",building-block,2,thesis-and-narrative.md,current,,,,
method.mckinsey_method,Method,McKinsey Method,method|consulting,2,mckinsey-method.md,current,,,,
method.interview_method,Method,Interview Method,method|consulting,2,interview-method.md,current,,,,
method.analysis_method,Method,Analysis Method,method|consulting,2,analysis-method.md,current,,,,
method.deliverable_standards,Method,Deliverable Standards,method|consulting,1,deliverable-standards.md,current,,,,
method.diagram_toolkit,Method,Diagram Toolkit,method|consulting,3,diagram-toolkit.md,current,,,,
method.state_management,Method,State Management,method|consulting,1,state-management.md,current,,,,
